r030,txt,rate,cc,exchangedate
398,Теньге,0.06318,KZT,09.08.2021
410,Вона,0.023497,KRW,09.08.2021
484,Мексиканське песо,1.3466,MXN,09.08.2021
498,Молдовський лей,1.5046,MDL,09.08.2021
554,Новозеландський долар,18.9211,NZD,09.08.2021
578,Норвезька крона,3.0377,NOK,09.08.2021
643,Російський рубль,0.36659,RUB,09.08.2021
682,Саудівський ріял,7.1555,SAR,09.08.2021
702,Сінгапурський долар,19.8584,SGD,09.08.2021
710,Ренд,1.8518,ZAR,09.08.2021
752,Шведська крона,3.1154,SEK,09.08.2021
756,Швейцарський франк,29.5405,CHF,09.08.2021
818,Єгипетський фунт,1.7087,EGP,09.08.2021
826,Фунт стерлінгів,37.3417,GBP,09.08.2021
840,Долар США,26.8346,USD,09.08.2021
933,Білоруський рубль,10.6911,BYN,09.08.2021
946,Румунський лей,6.4444,RON,09.08.2021
949,Турецька ліра,3.1247,TRY,09.08.2021
960,СПЗ (спеціальні права запозичення),38.2187,XDR,09.08.2021
975,Болгарський лев,16.2006,BGN,09.08.2021
978,Євро,31.6756,EUR,09.08.2021
985,Злотий,6.9511,PLN,09.08.2021
12,Алжирський динар,0.1992,DZD,09.08.2021
50,Така,0.31622,BDT,09.08.2021
51,Вірменський драм,0.055151,AMD,09.08.2021
364,Іранський ріал,0.0006385,IRR,09.08.2021
368,Іракський динар,0.018368,IQD,09.08.2021
417,Сом,0.31639,KGS,09.08.2021
422,Ліванський фунт,0.017789,LBP,09.08.2021
434,Лівійський динар,5.9481,LYD,09.08.2021
458,Малайзійський ринггіт,6.3539,MYR,09.08.2021
504,Марокканський дирхам,3.0202,MAD,09.08.2021
586,Пакистанська рупія,0.16516,PKR,09.08.2021
704,Донг,0.0011686,VND,09.08.2021
764,Бат,0.81577,THB,09.08.2021
784,Дирхам ОАЕ,7.3011,AED,09.08.2021
788,Туніський динар,9.6477,TND,09.08.2021
860,Узбецький сум,0.0025239,UZS,09.08.2021
934,Туркменський новий манат,7.6619,TMT,09.08.2021
941,Сербський динар,0.27134,RSD,09.08.2021
944,Азербайджанський манат,15.7829,AZN,09.08.2021
972,Сомоні,2.3685,TJS,09.08.2021
981,Ларі,8.6228,GEL,09.08.2021
986,Бразильський реал,5.2481,BRL,09.08.2021
959,Золото,48275.18,XAU,09.08.2021
961,Срібло,672.56,XAG,09.08.2021
962,Платина,26875.12,XPT,09.08.2021
964,Паладій,71634.16,XPD,09.08.2021
36,Австралійський долар,19.7028,AUD,10.08.2021
124,Канадський долар,21.3716,CAD,10.08.2021
156,Юань Женьміньбі,4.1372,CNY,10.08.2021
191,Куна,4.2047,HRK,10.08.2021
203,Чеська крона,1.2417,CZK,10.08.2021
208,Данська крона,4.2398,DKK,10.08.2021
344,Гонконгівський долар,3.4443,HKD,10.08.2021
348,Форинт,0.089129,HUF,10.08.2021
356,Індійська рупія,0.36077,INR,10.08.2021
360,Рупія,0.0018659,IDR,10.08.2021
376,Новий ізраїльський шекель,8.3285,ILS,10.08.2021
392,Єна,0.24348,JPY,10.08.2021
398,Теньге,0.062828,KZT,10.08.2021
410,Вона,0.023428,KRW,10.08.2021
484,Мексиканське песо,1.3392,MXN,10.08.2021
498,Молдовський лей,1.5021,MDL,10.08.2021
554,Новозеландський долар,18.809,NZD,10.08.2021
578,Норвезька крона,3.0068,NOK,10.08.2021
643,Російський рубль,0.36476,RUB,10.08.2021
682,Саудівський ріял,7.1464,SAR,10.08.2021
702,Сінгапурський долар,19.7736,SGD,10.08.2021
710,Ренд,1.8332,ZAR,10.08.2021
752,Шведська крона,3.0859,SEK,10.08.2021
756,Швейцарський франк,29.2413,CHF,10.08.2021
818,Єгипетський фунт,1.7068,EGP,10.08.2021
826,Фунт стерлінгів,37.1986,GBP,10.08.2021
840,Долар США,26.8011,USD,10.08.2021
933,Білоруський рубль,10.6799,BYN,10.08.2021
946,Румунський лей,6.417,RON,10.08.2021
949,Турецька ліра,3.1012,TRY,10.08.2021
960,СПЗ (спеціальні права запозичення),38.1089,XDR,10.08.2021
975,Болгарський лев,16.1171,BGN,10.08.2021
978,Євро,31.5302,EUR,10.08.2021
985,Злотий,6.9082,PLN,10.08.2021
12,Алжирський динар,0.1992,DZD,10.08.2021
50,Така,0.31622,BDT,10.08.2021
51,Вірменський драм,0.055151,AMD,10.08.2021
364,Іранський ріал,0.0006385,IRR,10.08.2021
368,Іракський динар,0.018368,IQD,10.08.2021
417,Сом,0.31639,KGS,10.08.2021
422,Ліванський фунт,0.017789,LBP,10.08.2021
434,Лівійський динар,5.9481,LYD,10.08.2021
458,Малайзійський ринггіт,6.3539,MYR,10.08.2021
504,Марокканський дирхам,3.0202,MAD,10.08.2021
586,Пакистанська рупія,0.16516,PKR,10.08.2021
704,Донг,0.0011686,VND,10.08.2021
764,Бат,0.81577,THB,10.08.2021
784,Дирхам ОАЕ,7.3011,AED,10.08.2021
788,Туніський динар,9.6477,TND,10.08.2021
860,Узбецький сум,0.0025239,UZS,10.08.2021
934,Туркменський новий манат,7.6619,TMT,10.08.2021
941,Сербський динар,0.27134,RSD,10.08.2021
944,Азербайджанський манат,15.7829,AZN,10.08.2021
972,Сомоні,2.3685,TJS,10.08.2021
981,Ларі,8.6228,GEL,10.08.2021
986,Бразильський реал,5.2481,BRL,10.08.2021
959,Золото,46765.24,XAU,10.08.2021
961,Срібло,642.23,XAG,10.08.2021
962,Платина,26257.31,XPT,10.08.2021
964,Паладій,70207.89,XPD,10.08.2021
36,Австралійський долар,19.632,AUD,11.08.2021
124,Канадський долар,21.2676,CAD,11.08.2021
156,Юань Женьміньбі,4.128,CNY,11.08.2021
191,Куна,4.1824,HRK,11.08.2021
203,Чеська крона,1.2358,CZK,11.08.2021
208,Данська крона,4.2168,DKK,11.08.2021
344,Гонконгівський долар,3.4379,HKD,11.08.2021
348,Форинт,0.088904,HUF,11.08.2021
356,Індійська рупія,0.35954,INR,11.08.2021
360,Рупія,0.00186,IDR,11.08.2021
376,Новий ізраїльський шекель,8.2933,ILS,11.08.2021
392,Єна,0.24225,JPY,11.08.2021
398,Теньге,0.062813,KZT,11.08.2021
410,Вона,0.02327,KRW,11.08.2021
484,Мексиканське песо,1.3303,MXN,11.08.2021
498,Молдовський лей,1.5006,MDL,11.08.2021
554,Новозеландський долар,18.7022,NZD,11.08.2021
578,Норвезька крона,2.9941,NOK,11.08.2021
643,Російський рубль,0.36265,RUB,11.08.2021
682,Саудівський ріял,7.1343,SAR,11.08.2021
702,Сінгапурський долар,19.6965,SGD,11.08.2021
710,Ренд,1.8058,ZAR,11.08.2021
752,Шведська крона,3.071,SEK,11.08.2021
756,Швейцарський франк,29.0066,CHF,11.08.2021
818,Єгипетський фунт,1.7011,EGP,11.08.2021
826,Фунт стерлінгів,37.0673,GBP,11.08.2021
840,Долар США,26.7557,USD,11.08.2021
933,Білоруський рубль,10.6669,BYN,11.08.2021
946,Румунський лей,6.3786,RON,11.08.2021
949,Турецька ліра,3.113,TRY,11.08.2021
960,СПЗ (спеціальні права запозичення),37.9821,XDR,11.08.2021
975,Болгарський лев,16.0367,BGN,11.08.2021
978,Євро,31.3617,EUR,11.08.2021
985,Злотий,6.8541,PLN,11.08.2021
12,Алжирський динар,0.1992,DZD,11.08.2021
50,Така,0.31622,BDT,11.08.2021
51,Вірменський драм,0.055151,AMD,11.08.2021
364,Іранський ріал,0.0006385,IRR,11.08.2021
368,Іракський динар,0.018368,IQD,11.08.2021
417,Сом,0.31639,KGS,11.08.2021
422,Ліванський фунт,0.017789,LBP,11.08.2021
434,Лівійський динар,5.9481,LYD,11.08.2021
458,Малайзійський ринггіт,6.3539,MYR,11.08.2021
504,Марокканський дирхам,3.0202,MAD,11.08.2021
586,Пакистанська рупія,0.16516,PKR,11.08.2021
704,Донг,0.0011686,VND,11.08.2021
764,Бат,0.81577,THB,11.08.2021
784,Дирхам ОАЕ,7.3011,AED,11.08.2021
788,Туніський динар,9.6477,TND,11.08.2021
860,Узбецький сум,0.0025239,UZS,11.08.2021
934,Туркменський новий манат,7.6619,TMT,11.08.2021
941,Сербський динар,0.27134,RSD,11.08.2021
944,Азербайджанський манат,15.7829,AZN,11.08.2021
972,Сомоні,2.3685,TJS,11.08.2021
981,Ларі,8.6228,GEL,11.08.2021
986,Бразильський реал,5.2481,BRL,11.08.2021
959,Золото,46294.85,XAU,11.08.2021
961,Срібло,625.21,XAG,11.08.2021
962,Платина,26418.04,XPT,11.08.2021
964,Паладій,69704.75,XPD,11.08.2021
36,Австралійський долар,19.6743,AUD,12.08.2021
124,Канадський долар,21.392,CAD,12.08.2021
156,Юань Женьміньбі,4.1336,CNY,12.08.2021
191,Куна,4.1908,HRK,12.08.2021
203,Чеська крона,1.2364,CZK,12.08.2021
208,Данська крона,4.2235,DKK,12.08.2021
344,Гонконгівський долар,3.4447,HKD,12.08.2021
348,Форинт,0.088504,HUF,12.08.2021
356,Індійська рупія,0.36017,INR,12.08.2021
360,Рупія,0.0018633,IDR,12.08.2021
376,Новий ізраїльський шекель,8.3302,ILS,12.08.2021
392,Єна,0.24217,JPY,12.08.2021
398,Теньге,0.062904,KZT,12.08.2021
410,Вона,0.023181,KRW,12.08.2021
484,Мексиканське песо,1.3346,MXN,12.08.2021
498,Молдовський лей,1.504,MDL,12.08.2021
554,Новозеландський долар,18.7897,NZD,12.08.2021
578,Норвезька крона,3.0037,NOK,12.08.2021
643,Російський рубль,0.36177,RUB,12.08.2021
682,Саудівський ріял,7.147,SAR,12.08.2021
702,Сінгапурський долар,19.7235,SGD,12.08.2021
710,Ренд,1.8115,ZAR,12.08.2021
752,Шведська крона,3.0691,SEK,12.08.2021
756,Швейцарський франк,29.0309,CHF,12.08.2021
818,Єгипетський фунт,1.7079,EGP,12.08.2021
826,Фунт стерлінгів,37.0809,GBP,12.08.2021
840,Долар США,26.8042,USD,12.08.2021
933,Білоруський рубль,10.6463,BYN,12.08.2021
946,Румунський лей,6.3897,RON,12.08.2021
949,Турецька ліра,3.0928,TRY,12.08.2021
960,СПЗ (спеціальні права запозичення),38.035,XDR,12.08.2021
975,Болгарський лев,16.0581,BGN,12.08.2021
978,Євро,31.4105,EUR,12.08.2021
985,Злотий,6.8495,PLN,12.08.2021
12,Алжирський динар,0.1992,DZD,12.08.2021
50,Така,0.31622,BDT,12.08.2021
51,Вірменський драм,0.055151,AMD,12.08.2021
364,Іранський ріал,0.0006385,IRR,12.08.2021
368,Іракський динар,0.018368,IQD,12.08.2021
417,Сом,0.31639,KGS,12.08.2021
422,Ліванський фунт,0.017789,LBP,12.08.2021
434,Лівійський динар,5.9481,LYD,12.08.2021
458,Малайзійський ринггіт,6.3539,MYR,12.08.2021
504,Марокканський дирхам,3.0202,MAD,12.08.2021
586,Пакистанська рупія,0.16516,PKR,12.08.2021
704,Донг,0.0011686,VND,12.08.2021
764,Бат,0.81577,THB,12.08.2021
784,Дирхам ОАЕ,7.3011,AED,12.08.2021
788,Туніський динар,9.6477,TND,12.08.2021
860,Узбецький сум,0.0025239,UZS,12.08.2021
934,Туркменський новий манат,7.6619,TMT,12.08.2021
941,Сербський динар,0.27134,RSD,12.08.2021
944,Азербайджанський манат,15.7829,AZN,12.08.2021
972,Сомоні,2.3685,TJS,12.08.2021
981,Ларі,8.6228,GEL,12.08.2021
986,Бразильський реал,5.2481,BRL,12.08.2021
959,Золото,46532.36,XAU,12.08.2021
961,Срібло,626.53,XAG,12.08.2021
962,Платина,27173.03,XPT,12.08.2021
964,Паладій,71112.35,XPD,12.08.2021
36,Австралійський долар,19.6816,AUD,13.08.2021
124,Канадський долар,21.3858,CAD,13.08.2021
156,Юань Женьміньбі,4.1327,CNY,13.08.2021
191,Куна,4.1899,HRK,13.08.2021
203,Чеська крона,1.2366,CZK,13.08.2021
208,Данська крона,4.2249,DKK,13.08.2021
344,Гонконгівський долар,3.4404,HKD,13.08.2021
348,Форинт,0.08887,HUF,13.08.2021
356,Індійська рупія,0.36049,INR,13.08.2021
360,Рупія,0.0018602,IDR,13.08.2021
376,Новий ізраїльський шекель,8.3081,ILS,13.08.2021
392,Єна,0.24241,JPY,13.08.2021
398,Теньге,0.062958,KZT,13.08.2021
410,Вона,0.023052,KRW,13.08.2021
484,Мексиканське песо,1.3447,MXN,13.08.2021
498,Молдовський лей,1.5055,MDL,13.08.2021
554,Новозеландський долар,18.7902,NZD,13.08.2021
578,Норвезька крона,3.0281,NOK,13.08.2021
643,Російський рубль,0.36391,RUB,13.08.2021
682,Саудівський ріял,7.1373,SAR,13.08.2021
702,Сінгапурський долар,19.7161,SGD,13.08.2021
710,Ренд,1.8166,ZAR,13.08.2021
752,Шведська крона,3.0844,SEK,13.08.2021
756,Швейцарський франк,29.0237,CHF,13.08.2021
818,Єгипетський фунт,1.7049,EGP,13.08.2021
826,Фунт стерлінгів,37.0785,GBP,13.08.2021
840,Долар США,26.7686,USD,13.08.2021
933,Білоруський рубль,10.6771,BYN,13.08.2021
946,Румунський лей,6.3945,RON,13.08.2021
949,Турецька ліра,3.1244,TRY,13.08.2021
960,СПЗ (спеціальні права запозичення),38.0201,XDR,13.08.2021
975,Болгарський лев,16.0647,BGN,13.08.2021
978,Євро,31.421,EUR,13.08.2021
985,Злотий,6.8483,PLN,13.08.2021
12,Алжирський динар,0.1992,DZD,13.08.2021
50,Така,0.31622,BDT,13.08.2021
51,Вірменський драм,0.055151,AMD,13.08.2021
364,Іранський ріал,0.0006385,IRR,13.08.2021
368,Іракський динар,0.018368,IQD,13.08.2021
417,Сом,0.31639,KGS,13.08.2021
422,Ліванський фунт,0.017789,LBP,13.08.2021
434,Лівійський динар,5.9481,LYD,13.08.2021
458,Малайзійський ринггіт,6.3539,MYR,13.08.2021
504,Марокканський дирхам,3.0202,MAD,13.08.2021
586,Пакистанська рупія,0.16516,PKR,13.08.2021
704,Донг,0.0011686,VND,13.08.2021
764,Бат,0.81577,THB,13.08.2021
784,Дирхам ОАЕ,7.3011,AED,13.08.2021
788,Туніський динар,9.6477,TND,13.08.2021
860,Узбецький сум,0.0025239,UZS,13.08.2021
934,Туркменський новий манат,7.6619,TMT,13.08.2021
941,Сербський динар,0.27134,RSD,13.08.2021
944,Азербайджанський манат,15.7829,AZN,13.08.2021
972,Сомоні,2.3685,TJS,13.08.2021
981,Ларі,8.6228,GEL,13.08.2021
986,Бразильський реал,5.2481,BRL,13.08.2021
959,Золото,46778.13,XAU,13.08.2021
961,Срібло,623.96,XAG,13.08.2021
962,Платина,27333.69,XPT,13.08.2021
964,Паладій,70561.76,XPD,13.08.2021
36,Австралійський долар,19.6816,AUD,14.08.2021
124,Канадський долар,21.3858,CAD,14.08.2021
156,Юань Женьміньбі,4.1327,CNY,14.08.2021
191,Куна,4.1899,HRK,14.08.2021
203,Чеська крона,1.2366,CZK,14.08.2021
208,Данська крона,4.2249,DKK,14.08.2021
344,Гонконгівський долар,3.4404,HKD,14.08.2021
348,Форинт,0.08887,HUF,14.08.2021
356,Індійська рупія,0.36049,INR,14.08.2021
360,Рупія,0.0018602,IDR,14.08.2021
376,Новий ізраїльський шекель,8.3081,ILS,14.08.2021
392,Єна,0.24241,JPY,14.08.2021
398,Теньге,0.062958,KZT,14.08.2021
410,Вона,0.023052,KRW,14.08.2021
484,Мексиканське песо,1.3447,MXN,14.08.2021
498,Молдовський лей,1.5055,MDL,14.08.2021
554,Новозеландський долар,18.7902,NZD,14.08.2021
578,Норвезька крона,3.0281,NOK,14.08.2021
643,Російський рубль,0.36391,RUB,14.08.2021
682,Саудівський ріял,7.1373,SAR,14.08.2021
702,Сінгапурський долар,19.7161,SGD,14.08.2021
710,Ренд,1.8166,ZAR,14.08.2021
752,Шведська крона,3.0844,SEK,14.08.2021
756,Швейцарський франк,29.0237,CHF,14.08.2021
818,Єгипетський фунт,1.7049,EGP,14.08.2021
826,Фунт стерлінгів,37.0785,GBP,14.08.2021
840,Долар США,26.7686,USD,14.08.2021
933,Білоруський рубль,10.6771,BYN,14.08.2021
946,Румунський лей,6.3945,RON,14.08.2021
949,Турецька ліра,3.1244,TRY,14.08.2021
960,СПЗ (спеціальні права запозичення),38.0201,XDR,14.08.2021
975,Болгарський лев,16.0647,BGN,14.08.2021
978,Євро,31.421,EUR,14.08.2021
985,Злотий,6.8483,PLN,14.08.2021
12,Алжирський динар,0.1992,DZD,14.08.2021
50,Така,0.31622,BDT,14.08.2021
51,Вірменський драм,0.055151,AMD,14.08.2021
364,Іранський ріал,0.0006385,IRR,14.08.2021
368,Іракський динар,0.018368,IQD,14.08.2021
417,Сом,0.31639,KGS,14.08.2021
422,Ліванський фунт,0.017789,LBP,14.08.2021
434,Лівійський динар,5.9481,LYD,14.08.2021
458,Малайзійський ринггіт,6.3539,MYR,14.08.2021
504,Марокканський дирхам,3.0202,MAD,14.08.2021
586,Пакистанська рупія,0.16516,PKR,14.08.2021
704,Донг,0.0011686,VND,14.08.2021
764,Бат,0.81577,THB,14.08.2021
784,Дирхам ОАЕ,7.3011,AED,14.08.2021
788,Туніський динар,9.6477,TND,14.08.2021
860,Узбецький сум,0.0025239,UZS,14.08.2021
934,Туркменський новий манат,7.6619,TMT,14.08.2021
941,Сербський динар,0.27134,RSD,14.08.2021
944,Азербайджанський манат,15.7829,AZN,14.08.2021
972,Сомоні,2.3685,TJS,14.08.2021
981,Ларі,8.6228,GEL,14.08.2021
986,Бразильський реал,5.2481,BRL,14.08.2021
959,Золото,46778.13,XAU,14.08.2021
961,Срібло,623.96,XAG,14.08.2021
962,Платина,27333.69,XPT,14.08.2021
964,Паладій,70561.76,XPD,14.08.2021
36,Австралійський долар,19.6816,AUD,15.08.2021
124,Канадський долар,21.3858,CAD,15.08.2021
156,Юань Женьміньбі,4.1327,CNY,15.08.2021
191,Куна,4.1899,HRK,15.08.2021
203,Чеська крона,1.2366,CZK,15.08.2021
208,Данська крона,4.2249,DKK,15.08.2021
344,Гонконгівський долар,3.4404,HKD,15.08.2021
348,Форинт,0.08887,HUF,15.08.2021
356,Індійська рупія,0.36049,INR,15.08.2021
360,Рупія,0.0018602,IDR,15.08.2021
376,Новий ізраїльський шекель,8.3081,ILS,15.08.2021
392,Єна,0.24241,JPY,15.08.2021
398,Теньге,0.062958,KZT,15.08.2021
410,Вона,0.023052,KRW,15.08.2021
484,Мексиканське песо,1.3447,MXN,15.08.2021
498,Молдовський лей,1.5055,MDL,15.08.2021
554,Новозеландський долар,18.7902,NZD,15.08.2021
578,Норвезька крона,3.0281,NOK,15.08.2021
643,Російський рубль,0.36391,RUB,15.08.2021
682,Саудівський ріял,7.1373,SAR,15.08.2021
702,Сінгапурський долар,19.7161,SGD,15.08.2021
710,Ренд,1.8166,ZAR,15.08.2021
752,Шведська крона,3.0844,SEK,15.08.2021
756,Швейцарський франк,29.0237,CHF,15.08.2021
818,Єгипетський фунт,1.7049,EGP,15.08.2021
826,Фунт стерлінгів,37.0785,GBP,15.08.2021
840,Долар США,26.7686,USD,15.08.2021
933,Білоруський рубль,10.6771,BYN,15.08.2021
946,Румунський лей,6.3945,RON,15.08.2021
949,Турецька ліра,3.1244,TRY,15.08.2021
960,СПЗ (спеціальні права запозичення),38.0201,XDR,15.08.2021
975,Болгарський лев,16.0647,BGN,15.08.2021
978,Євро,31.421,EUR,15.08.2021
985,Злотий,6.8483,PLN,15.08.2021
12,Алжирський динар,0.1992,DZD,15.08.2021
50,Така,0.31622,BDT,15.08.2021
51,Вірменський драм,0.055151,AMD,15.08.2021
364,Іранський ріал,0.0006385,IRR,15.08.2021
368,Іракський динар,0.018368,IQD,15.08.2021
417,Сом,0.31639,KGS,15.08.2021
422,Ліванський фунт,0.017789,LBP,15.08.2021
434,Лівійський динар,5.9481,LYD,15.08.2021
458,Малайзійський ринггіт,6.3539,MYR,15.08.2021
504,Марокканський дирхам,3.0202,MAD,15.08.2021
586,Пакистанська рупія,0.16516,PKR,15.08.2021
704,Донг,0.0011686,VND,15.08.2021
764,Бат,0.81577,THB,15.08.2021
784,Дирхам ОАЕ,7.3011,AED,15.08.2021
788,Туніський динар,9.6477,TND,15.08.2021
860,Узбецький сум,0.0025239,UZS,15.08.2021
934,Туркменський новий манат,7.6619,TMT,15.08.2021
941,Сербський динар,0.27134,RSD,15.08.2021
944,Азербайджанський манат,15.7829,AZN,15.08.2021
972,Сомоні,2.3685,TJS,15.08.2021
981,Ларі,8.6228,GEL,15.08.2021
986,Бразильський реал,5.2481,BRL,15.08.2021
959,Золото,46778.13,XAU,15.08.2021
961,Срібло,623.96,XAG,15.08.2021
962,Платина,27333.69,XPT,15.08.2021
964,Паладій,70561.76,XPD,15.08.2021
36,Австралійський долар,19.6181,AUD,16.08.2021
124,Канадський долар,21.3187,CAD,16.08.2021
156,Юань Женьміньбі,4.1194,CNY,16.08.2021
191,Куна,4.1873,HRK,16.08.2021
203,Чеська крона,1.2363,CZK,16.08.2021
208,Данська крона,4.2218,DKK,16.08.2021
344,Гонконгівський долар,3.4294,HKD,16.08.2021
348,Форинт,0.08895,HUF,16.08.2021
356,Індійська рупія,0.35946,INR,16.08.2021
360,Рупія,0.001855,IDR,16.08.2021
376,Новий ізраїльський шекель,8.2978,ILS,16.08.2021
392,Єна,0.24217,JPY,16.08.2021
398,Теньге,0.062782,KZT,16.08.2021
410,Вона,0.022842,KRW,16.08.2021
484,Мексиканське песо,1.3428,MXN,16.08.2021
498,Молдовський лей,1.508,MDL,16.08.2021
554,Новозеландський долар,18.7119,NZD,16.08.2021
578,Норвезька крона,3.0255,NOK,16.08.2021
643,Російський рубль,0.36406,RUB,16.08.2021
682,Саудівський ріял,7.117,SAR,16.08.2021
702,Сінгапурський долар,19.6678,SGD,16.08.2021
710,Ренд,1.8007,ZAR,16.08.2021
752,Шведська крона,3.0774,SEK,16.08.2021
756,Швейцарський франк,28.9969,CHF,16.08.2021
818,Єгипетський фунт,1.7001,EGP,16.08.2021
826,Фунт стерлінгів,36.9166,GBP,16.08.2021
840,Долар США,26.6931,USD,16.08.2021
933,Білоруський рубль,10.6986,BYN,16.08.2021
946,Румунський лей,6.3934,RON,16.08.2021
949,Турецька ліра,3.1224,TRY,16.08.2021
960,СПЗ (спеціальні права запозичення),37.9368,XDR,16.08.2021
975,Болгарський лев,16.0492,BGN,16.08.2021
978,Євро,31.3978,EUR,16.08.2021
985,Злотий,6.8632,PLN,16.08.2021
12,Алжирський динар,0.1992,DZD,16.08.2021
50,Така,0.31622,BDT,16.08.2021
51,Вірменський драм,0.055151,AMD,16.08.2021
364,Іранський ріал,0.0006385,IRR,16.08.2021
368,Іракський динар,0.018368,IQD,16.08.2021
417,Сом,0.31639,KGS,16.08.2021
422,Ліванський фунт,0.017789,LBP,16.08.2021
434,Лівійський динар,5.9481,LYD,16.08.2021
458,Малайзійський ринггіт,6.3539,MYR,16.08.2021
504,Марокканський дирхам,3.0202,MAD,16.08.2021
586,Пакистанська рупія,0.16516,PKR,16.08.2021
704,Донг,0.0011686,VND,16.08.2021
764,Бат,0.81577,THB,16.08.2021
784,Дирхам ОАЕ,7.3011,AED,16.08.2021
788,Туніський динар,9.6477,TND,16.08.2021
860,Узбецький сум,0.0025239,UZS,16.08.2021
934,Туркменський новий манат,7.6619,TMT,16.08.2021
941,Сербський динар,0.27134,RSD,16.08.2021
944,Азербайджанський манат,15.7829,AZN,16.08.2021
972,Сомоні,2.3685,TJS,16.08.2021
981,Ларі,8.6228,GEL,16.08.2021
986,Бразильський реал,5.2481,BRL,16.08.2021
959,Золото,46943.55,XAU,16.08.2021
961,Срібло,625.02,XAG,16.08.2021
962,Платина,27409.28,XPT,16.08.2021
964,Паладій,70144.93,XPD,16.08.2021
36,Австралійський долар,19.5166,AUD,17.08.2021
124,Канадський долар,21.213,CAD,17.08.2021
156,Юань Женьміньбі,4.1141,CNY,17.08.2021
191,Куна,4.1844,HRK,17.08.2021
203,Чеська крона,1.2334,CZK,17.08.2021
208,Данська крона,4.2175,DKK,17.08.2021
344,Гонконгівський долар,3.4228,HKD,17.08.2021
348,Форинт,0.089089,HUF,17.08.2021
356,Індійська рупія,0.35882,INR,17.08.2021
360,Рупія,0.0018539,IDR,17.08.2021
376,Новий ізраїльський шекель,8.2812,ILS,17.08.2021
392,Єна,0.24354,JPY,17.08.2021
398,Теньге,0.062755,KZT,17.08.2021
410,Вона,0.022882,KRW,17.08.2021
484,Мексиканське песо,1.339,MXN,17.08.2021
498,Молдовський лей,1.5109,MDL,17.08.2021
554,Новозеландський долар,18.7066,NZD,17.08.2021
578,Норвезька крона,3.0127,NOK,17.08.2021
643,Російський рубль,0.36261,RUB,17.08.2021
682,Саудівський ріял,7.1042,SAR,17.08.2021
702,Сінгапурський долар,19.643,SGD,17.08.2021
710,Ренд,1.8044,ZAR,17.08.2021
752,Шведська крона,3.0744,SEK,17.08.2021
756,Швейцарський франк,29.1544,CHF,17.08.2021
818,Єгипетський фунт,1.6955,EGP,17.08.2021
826,Фунт стерлінгів,36.9416,GBP,17.08.2021
840,Долар США,26.6457,USD,17.08.2021
933,Білоруський рубль,10.6873,BYN,17.08.2021
946,Румунський лей,6.3824,RON,17.08.2021
949,Турецька ліра,3.1426,TRY,17.08.2021
960,СПЗ (спеціальні права запозичення),37.9089,XDR,17.08.2021
975,Болгарський лев,16.0362,BGN,17.08.2021
978,Євро,31.3633,EUR,17.08.2021
985,Злотий,6.8673,PLN,17.08.2021
12,Алжирський динар,0.1992,DZD,17.08.2021
50,Така,0.31622,BDT,17.08.2021
51,Вірменський драм,0.055151,AMD,17.08.2021
364,Іранський ріал,0.0006385,IRR,17.08.2021
368,Іракський динар,0.018368,IQD,17.08.2021
417,Сом,0.31639,KGS,17.08.2021
422,Ліванський фунт,0.017789,LBP,17.08.2021
434,Лівійський динар,5.9481,LYD,17.08.2021
458,Малайзійський ринггіт,6.3539,MYR,17.08.2021
504,Марокканський дирхам,3.0202,MAD,17.08.2021
586,Пакистанська рупія,0.16516,PKR,17.08.2021
704,Донг,0.0011686,VND,17.08.2021
764,Бат,0.81577,THB,17.08.2021
784,Дирхам ОАЕ,7.3011,AED,17.08.2021
788,Туніський динар,9.6477,TND,17.08.2021
860,Узбецький сум,0.0025239,UZS,17.08.2021
934,Туркменський новий манат,7.6619,TMT,17.08.2021
941,Сербський динар,0.27134,RSD,17.08.2021
944,Азербайджанський манат,15.7829,AZN,17.08.2021
972,Сомоні,2.3685,TJS,17.08.2021
981,Ларі,8.6228,GEL,17.08.2021
986,Бразильський реал,5.2481,BRL,17.08.2021
959,Золото,47305.18,XAU,17.08.2021
961,Срібло,627.41,XAG,17.08.2021
962,Платина,27198.86,XPT,17.08.2021
964,Паладій,70298.55,XPD,17.08.2021
36,Австралійський долар,19.4449,AUD,18.08.2021
124,Канадський долар,21.1414,CAD,18.08.2021
156,Юань Женьміньбі,4.1163,CNY,18.08.2021
191,Куна,4.1901,HRK,18.08.2021
203,Чеська крона,1.2334,CZK,18.08.2021
208,Данська крона,4.22,DKK,18.08.2021
344,Гонконгівський долар,3.4229,HKD,18.08.2021
348,Форинт,0.089373,HUF,18.08.2021
356,Індійська рупія,0.35854,INR,18.08.2021
360,Рупія,0.0018559,IDR,18.08.2021
376,Новий ізраїльський шекель,8.2581,ILS,18.08.2021
392,Єна,0.24413,JPY,18.08.2021
398,Теньге,0.062712,KZT,18.08.2021
410,Вона,0.022655,KRW,18.08.2021
484,Мексиканське песо,1.3391,MXN,18.08.2021
498,Молдовський лей,1.5144,MDL,18.08.2021
554,Новозеландський долар,18.4752,NZD,18.08.2021
578,Норвезька крона,3.0187,NOK,18.08.2021
643,Російський рубль,0.36316,RUB,18.08.2021
682,Саудівський ріял,7.1122,SAR,18.08.2021
702,Сінгапурський долар,19.6242,SGD,18.08.2021
710,Ренд,1.7998,ZAR,18.08.2021
