r030,txt,rate,cc,exchangedate
752,Шведська крона,3.0151,SEK,19.12.2021
756,Швейцарський франк,29.5254,CHF,19.12.2021
818,Єгипетський фунт,1.7308,EGP,19.12.2021
826,Фунт стерлінгів,36.3583,GBP,19.12.2021
840,Долар США,27.1929,USD,19.12.2021
933,Білоруський рубль,10.7355,BYN,19.12.2021
946,Румунський лей,6.2322,RON,19.12.2021
949,Турецька ліра,1.7558,TRY,19.12.2021
960,СПЗ (спеціальні права запозичення),38.0734,XDR,19.12.2021
975,Болгарський лев,15.7549,BGN,19.12.2021
978,Євро,30.8435,EUR,19.12.2021
985,Злотий,6.661,PLN,19.12.2021
12,Алжирський динар,0.19655,DZD,19.12.2021
50,Така,0.31718,BDT,19.12.2021
51,Вірменський драм,0.055964,AMD,19.12.2021
364,Іранський ріал,0.00064796,IRR,19.12.2021
368,Іракський динар,0.01864,IQD,19.12.2021
417,Сом,0.32096,KGS,19.12.2021
422,Ліванський фунт,0.018053,LBP,19.12.2021
434,Лівійський динар,5.921,LYD,19.12.2021
458,Малайзійський ринггіт,6.4737,MYR,19.12.2021
504,Марокканський дирхам,2.9501,MAD,19.12.2021
586,Пакистанська рупія,0.1554,PKR,19.12.2021
704,Донг,0.0011973,VND,19.12.2021
764,Бат,0.80788,THB,19.12.2021
784,Дирхам ОАЕ,7.4093,AED,19.12.2021
788,Туніський динар,9.4268,TND,19.12.2021
860,Узбецький сум,0.0025247,UZS,19.12.2021
934,Туркменський новий манат,7.7755,TMT,19.12.2021
941,Сербський динар,0.26319,RSD,19.12.2021
944,Азербайджанський манат,16.0319,AZN,19.12.2021
972,Сомоні,2.4095,TJS,19.12.2021
981,Ларі,8.7225,GEL,19.12.2021
986,Бразильський реал,4.8554,BRL,19.12.2021
959,Золото,48619.27,XAU,19.12.2021
961,Срібло,604.48,XAG,19.12.2021
962,Платина,25496.33,XPT,19.12.2021
964,Паладій,45694.13,XPD,19.12.2021
36,Австралійський долар,19.5166,AUD,20.12.2021
124,Канадський долар,21.2471,CAD,20.12.2021
156,Юань Женьміньбі,4.2739,CNY,20.12.2021
191,Куна,4.1024,HRK,20.12.2021
203,Чеська крона,1.2217,CZK,20.12.2021
208,Данська крона,4.1495,DKK,20.12.2021
344,Гонконгівський долар,3.4928,HKD,20.12.2021
348,Форинт,0.083913,HUF,20.12.2021
356,Індійська рупія,0.35817,INR,20.12.2021
360,Рупія,0.0018979,IDR,20.12.2021
376,Новий ізраїльський шекель,8.6983,ILS,20.12.2021
392,Єна,0.24049,JPY,20.12.2021
398,Теньге,0.062379,KZT,20.12.2021
410,Вона,0.023068,KRW,20.12.2021
484,Мексиканське песо,1.3119,MXN,20.12.2021
498,Молдовський лей,1.5372,MDL,20.12.2021
554,Новозеландський долар,18.4321,NZD,20.12.2021
578,Норвезька крона,3.0336,NOK,20.12.2021
643,Російський рубль,0.36895,RUB,20.12.2021
682,Саудівський ріял,7.2594,SAR,20.12.2021
702,Сінгапурський долар,19.9738,SGD,20.12.2021
710,Ренд,1.722,ZAR,20.12.2021
752,Шведська крона,3.003,SEK,20.12.2021
756,Швейцарський франк,29.6419,CHF,20.12.2021
818,Єгипетський фунт,1.7312,EGP,20.12.2021
826,Фунт стерлінгів,36.2321,GBP,20.12.2021
840,Долар США,27.2483,USD,20.12.2021
933,Білоруський рубль,10.7607,BYN,20.12.2021
946,Румунський лей,6.2333,RON,20.12.2021
949,Турецька ліра,1.6119,TRY,20.12.2021
960,СПЗ (спеціальні права запозичення),38.1296,XDR,20.12.2021
975,Болгарський лев,15.7751,BGN,20.12.2021
978,Євро,30.8573,EUR,20.12.2021
985,Злотий,6.6592,PLN,20.12.2021
12,Алжирський динар,0.19655,DZD,20.12.2021
50,Така,0.31718,BDT,20.12.2021
51,Вірменський драм,0.055964,AMD,20.12.2021
364,Іранський ріал,0.00064796,IRR,20.12.2021
368,Іракський динар,0.01864,IQD,20.12.2021
417,Сом,0.32096,KGS,20.12.2021
422,Ліванський фунт,0.018053,LBP,20.12.2021
434,Лівійський динар,5.921,LYD,20.12.2021
458,Малайзійський ринггіт,6.4737,MYR,20.12.2021
504,Марокканський дирхам,2.9501,MAD,20.12.2021
586,Пакистанська рупія,0.1554,PKR,20.12.2021
704,Донг,0.0011973,VND,20.12.2021
764,Бат,0.80788,THB,20.12.2021
784,Дирхам ОАЕ,7.4093,AED,20.12.2021
788,Туніський динар,9.4268,TND,20.12.2021
860,Узбецький сум,0.0025247,UZS,20.12.2021
934,Туркменський новий манат,7.7755,TMT,20.12.2021
941,Сербський динар,0.26319,RSD,20.12.2021
944,Азербайджанський манат,16.0319,AZN,20.12.2021
972,Сомоні,2.4095,TJS,20.12.2021
981,Ларі,8.7225,GEL,20.12.2021
986,Бразильський реал,4.8554,BRL,20.12.2021
959,Золото,49380.19,XAU,20.12.2021
961,Срібло,615.13,XAG,20.12.2021
962,Платина,25805.23,XPT,20.12.2021
964,Паладій,49258.39,XPD,20.12.2021
36,Австралійський долар,19.4116,AUD,21.12.2021
124,Канадський долар,21.1042,CAD,21.12.2021
156,Юань Женьміньбі,4.2789,CNY,21.12.2021
191,Куна,4.094,HRK,21.12.2021
203,Чеська крона,1.2192,CZK,21.12.2021
208,Данська крона,4.1373,DKK,21.12.2021
344,Гонконгівський долар,3.4974,HKD,21.12.2021
348,Форинт,0.083883,HUF,21.12.2021
356,Індійська рупія,0.35961,INR,21.12.2021
360,Рупія,0.0018945,IDR,21.12.2021
376,Новий ізраїльський шекель,8.6374,ILS,21.12.2021
392,Єна,0.24026,JPY,21.12.2021
398,Теньге,0.062495,KZT,21.12.2021
410,Вона,0.022901,KRW,21.12.2021
484,Мексиканське песо,1.3139,MXN,21.12.2021
498,Молдовський лей,1.5392,MDL,21.12.2021
554,Новозеландський долар,18.338,NZD,21.12.2021
578,Норвезька крона,3.0182,NOK,21.12.2021
643,Російський рубль,0.36766,RUB,21.12.2021
682,Саудівський ріял,7.2674,SAR,21.12.2021
702,Сінгапурський долар,19.9566,SGD,21.12.2021
710,Ренд,1.7274,ZAR,21.12.2021
752,Шведська крона,2.986,SEK,21.12.2021
756,Швейцарський франк,29.5528,CHF,21.12.2021
818,Єгипетський фунт,1.7345,EGP,21.12.2021
826,Фунт стерлінгів,36.1084,GBP,21.12.2021
840,Долар США,27.2846,USD,21.12.2021
933,Білоруський рубль,10.7687,BYN,21.12.2021
946,Румунський лей,6.2162,RON,21.12.2021
949,Турецька ліра,1.5282,TRY,21.12.2021
960,СПЗ (спеціальні права запозичення),38.1071,XDR,21.12.2021
975,Болгарський лев,15.7269,BGN,21.12.2021
978,Євро,30.7661,EUR,21.12.2021
985,Злотий,6.6396,PLN,21.12.2021
12,Алжирський динар,0.19655,DZD,21.12.2021
50,Така,0.31718,BDT,21.12.2021
51,Вірменський драм,0.055964,AMD,21.12.2021
364,Іранський ріал,0.00064796,IRR,21.12.2021
368,Іракський динар,0.01864,IQD,21.12.2021
417,Сом,0.32096,KGS,21.12.2021
422,Ліванський фунт,0.018053,LBP,21.12.2021
434,Лівійський динар,5.921,LYD,21.12.2021
458,Малайзійський ринггіт,6.4737,MYR,21.12.2021
504,Марокканський дирхам,2.9501,MAD,21.12.2021
586,Пакистанська рупія,0.1554,PKR,21.12.2021
704,Донг,0.0011973,VND,21.12.2021
764,Бат,0.80788,THB,21.12.2021
784,Дирхам ОАЕ,7.4093,AED,21.12.2021
788,Туніський динар,9.4268,TND,21.12.2021
860,Узбецький сум,0.0025247,UZS,21.12.2021
934,Туркменський новий манат,7.7755,TMT,21.12.2021
941,Сербський динар,0.26319,RSD,21.12.2021
944,Азербайджанський манат,16.0319,AZN,21.12.2021
972,Сомоні,2.4095,TJS,21.12.2021
981,Ларі,8.7225,GEL,21.12.2021
986,Бразильський реал,4.8554,BRL,21.12.2021
959,Золото,49053.07,XAU,21.12.2021
961,Срібло,607.36,XAG,21.12.2021
962,Платина,25313.56,XPT,21.12.2021
964,Паладій,47489.66,XPD,21.12.2021
36,Австралійський долар,19.4321,AUD,22.12.2021
124,Канадський долар,21.0859,CAD,22.12.2021
156,Юань Женьміньбі,4.2784,CNY,22.12.2021
191,Куна,4.0934,HRK,22.12.2021
203,Чеська крона,1.2194,CZK,22.12.2021
208,Данська крона,4.1402,DKK,22.12.2021
344,Гонконгівський долар,3.4944,HKD,22.12.2021
348,Форинт,0.083652,HUF,22.12.2021
356,Індійська рупія,0.36055,INR,22.12.2021
360,Рупія,0.001906,IDR,22.12.2021
376,Новий ізраїльський шекель,8.6113,ILS,22.12.2021
392,Єна,0.23968,JPY,22.12.2021
398,Теньге,0.062427,KZT,22.12.2021
410,Вона,0.02286,KRW,22.12.2021
484,Мексиканське песо,1.3122,MXN,22.12.2021
498,Молдовський лей,1.5348,MDL,22.12.2021
554,Новозеландський долар,18.4167,NZD,22.12.2021
578,Норвезька крона,3.0358,NOK,22.12.2021
643,Російський рубль,0.3687,RUB,22.12.2021
682,Саудівський ріял,7.261,SAR,22.12.2021
702,Сінгапурський долар,19.9779,SGD,22.12.2021
710,Ренд,1.7223,ZAR,22.12.2021
752,Шведська крона,2.9811,SEK,22.12.2021
756,Швейцарський франк,29.5499,CHF,22.12.2021
818,Єгипетський фунт,1.7347,EGP,22.12.2021
826,Фунт стерлінгів,36.1042,GBP,22.12.2021
840,Долар США,27.2598,USD,22.12.2021
933,Білоруський рубль,10.7819,BYN,22.12.2021
946,Румунський лей,6.2197,RON,22.12.2021
949,Турецька ліра,2.079,TRY,22.12.2021
960,СПЗ (спеціальні права запозичення),38.0926,XDR,22.12.2021
975,Болгарський лев,15.7371,BGN,22.12.2021
978,Євро,30.7859,EUR,22.12.2021
985,Злотий,6.645,PLN,22.12.2021
12,Алжирський динар,0.19655,DZD,22.12.2021
50,Така,0.31718,BDT,22.12.2021
51,Вірменський драм,0.055964,AMD,22.12.2021
364,Іранський ріал,0.00064796,IRR,22.12.2021
368,Іракський динар,0.01864,IQD,22.12.2021
417,Сом,0.32096,KGS,22.12.2021
422,Ліванський фунт,0.018053,LBP,22.12.2021
434,Лівійський динар,5.921,LYD,22.12.2021
458,Малайзійський ринггіт,6.4737,MYR,22.12.2021
504,Марокканський дирхам,2.9501,MAD,22.12.2021
586,Пакистанська рупія,0.1554,PKR,22.12.2021
704,Донг,0.0011973,VND,22.12.2021
764,Бат,0.80788,THB,22.12.2021
784,Дирхам ОАЕ,7.4093,AED,22.12.2021
788,Туніський динар,9.4268,TND,22.12.2021
860,Узбецький сум,0.0025247,UZS,22.12.2021
934,Туркменський новий манат,7.7755,TMT,22.12.2021
941,Сербський динар,0.26319,RSD,22.12.2021
944,Азербайджанський манат,16.0319,AZN,22.12.2021
972,Сомоні,2.4095,TJS,22.12.2021
981,Ларі,8.7225,GEL,22.12.2021
986,Бразильський реал,4.8554,BRL,22.12.2021
959,Золото,49049.92,XAU,22.12.2021
961,Срібло,620.04,XAG,22.12.2021
962,Платина,25716.08,XPT,22.12.2021
964,Паладій,49057.28,XPD,22.12.2021
36,Австралійський долар,19.5497,AUD,23.12.2021
124,Канадський долар,21.1107,CAD,23.12.2021
156,Юань Женьміньбі,4.2774,CNY,23.12.2021
191,Куна,4.0963,HRK,23.12.2021
203,Чеська крона,1.2211,CZK,23.12.2021
208,Данська крона,4.1432,DKK,23.12.2021
344,Гонконгівський долар,3.4933,HKD,23.12.2021
348,Форинт,0.083558,HUF,23.12.2021
356,Індійська рупія,0.36075,INR,23.12.2021
360,Рупія,0.0019071,IDR,23.12.2021
376,Новий ізраїльський шекель,8.6081,ILS,23.12.2021
392,Єна,0.23862,JPY,23.12.2021
398,Теньге,0.06234,KZT,23.12.2021
410,Вона,0.022854,KRW,23.12.2021
484,Мексиканське песо,1.3113,MXN,23.12.2021
498,Молдовський лей,1.5316,MDL,23.12.2021
554,Новозеландський долар,18.4706,NZD,23.12.2021
578,Норвезька крона,3.0611,NOK,23.12.2021
643,Російський рубль,0.36911,RUB,23.12.2021
682,Саудівський ріял,7.2574,SAR,23.12.2021
702,Сінгапурський долар,19.9727,SGD,23.12.2021
710,Ренд,1.7125,ZAR,23.12.2021
752,Шведська крона,2.9934,SEK,23.12.2021
756,Швейцарський франк,29.537,CHF,23.12.2021
818,Єгипетський фунт,1.7346,EGP,23.12.2021
826,Фунт стерлінгів,36.2722,GBP,23.12.2021
840,Долар США,27.2508,USD,23.12.2021
933,Білоруський рубль,10.7856,BYN,23.12.2021
946,Румунський лей,6.2231,RON,23.12.2021
949,Турецька ліра,2.1756,TRY,23.12.2021
960,СПЗ (спеціальні права запозичення),38.0969,XDR,23.12.2021
975,Болгарський лев,15.7501,BGN,23.12.2021
978,Євро,30.8084,EUR,23.12.2021
985,Злотий,6.6498,PLN,23.12.2021
12,Алжирський динар,0.19655,DZD,23.12.2021
50,Така,0.31718,BDT,23.12.2021
51,Вірменський драм,0.055964,AMD,23.12.2021
364,Іранський ріал,0.00064796,IRR,23.12.2021
368,Іракський динар,0.01864,IQD,23.12.2021
417,Сом,0.32096,KGS,23.12.2021
422,Ліванський фунт,0.018053,LBP,23.12.2021
434,Лівійський динар,5.921,LYD,23.12.2021
458,Малайзійський ринггіт,6.4737,MYR,23.12.2021
504,Марокканський дирхам,2.9501,MAD,23.12.2021
586,Пакистанська рупія,0.1554,PKR,23.12.2021
704,Донг,0.0011973,VND,23.12.2021
764,Бат,0.80788,THB,23.12.2021
784,Дирхам ОАЕ,7.4093,AED,23.12.2021
788,Туніський динар,9.4268,TND,23.12.2021
860,Узбецький сум,0.0025247,UZS,23.12.2021
934,Туркменський новий манат,7.7755,TMT,23.12.2021
941,Сербський динар,0.26319,RSD,23.12.2021
944,Азербайджанський манат,16.0319,AZN,23.12.2021
972,Сомоні,2.4095,TJS,23.12.2021
981,Ларі,8.7225,GEL,23.12.2021
986,Бразильський реал,4.8554,BRL,23.12.2021
959,Золото,48854.14,XAU,23.12.2021
961,Срібло,616.45,XAG,23.12.2021
962,Платина,25704.32,XPT,23.12.2021
964,Паладій,49810.1,XPD,23.12.2021
36,Австралійський долар,19.7237,AUD,24.12.2021
124,Канадський долар,21.2652,CAD,24.12.2021
156,Юань Женьміньбі,4.281,CNY,24.12.2021
191,Куна,4.1034,HRK,24.12.2021
203,Чеська крона,1.2301,CZK,24.12.2021
208,Данська крона,4.1481,DKK,24.12.2021
344,Гонконгівський долар,3.4969,HKD,24.12.2021
